Пассажарские перевозки,0
Грузоперевозки,0
Пассажарские перевозки НАЛОГОВАЯ,0.0
Грузоперевозки НАЛОГОВАЯ,0.0
Пассажарские перевозки ИТОГ,0.0
Грузоперевозки ИТОГ,0.0
